Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85074237919,,1705,2019
2-s2.0-85074237919,,1709,2019
2-s2.0-85074237919,,1711,2019
2-s2.0-85074237919,,1712,2019
2-s2.0-85074237919,,1802,2019
2-s2.0-85080046565,,2204,2019
2-s2.0-85072295445,,3002,2019
2-s2.0-85067933135,,2002,2019
2-s2.0-85067933135,,1409,2019
2-s2.0-85067933135,,2308,2019
2-s2.0-85075777894,"Chulalongkorn University Department of Chemical and Biomolecular Engineering, Faculty of Engineering National University Thailand National Organization UOP",1600,2019
2-s2.0-85075777894,"Chulalongkorn University Department of Chemical and Biomolecular Engineering, Faculty of Engineering National University Thailand National Organization UOP",1500,2019
2-s2.0-85075777894,"Chulalongkorn University Department of Chemical and Biomolecular Engineering, Faculty of Engineering National University Thailand National Organization UOP",2209,2019
2-s2.0-85056615781,,3105,2019
2-s2.0-85056615781,,3104,2019
2-s2.0-85056615781,,2508,2019
2-s2.0-85074378454,Thailand National Organization,2404,2019
2-s2.0-85074378454,Thailand National Organization,2403,2019
2-s2.0-85074378454,Thailand National Organization,3004,2019
2-s2.0-85074378454,Thailand National Organization,2726,2019
2-s2.0-85075915068,,2731,2019
2-s2.0-85065957176,,2700,2019
2-s2.0-85060196538,,1503,2019
2-s2.0-85060196538,,1606,2019
2-s2.0-85062777227,100th Anniversary Chulalongkorn University K.K. Scientific Grant Agency VEGA,3100,2019
2-s2.0-85065450321,,2713,2019
2-s2.0-85065450321,,2730,2019
2-s2.0-85065450321,,2739,2019
2-s2.0-85065450321,,1306,2019
2-s2.0-85059503581,,1106,2019
2-s2.0-85059503581,,1103,2019
2-s2.0-85059503581,,1311,2019
2-s2.0-85062242899,,2606,2019
2-s2.0-85062242899,,1701,2019
2-s2.0-85062242899,,1705,2019
2-s2.0-85062242899,,1708,2019
2-s2.0-85062242899,,1710,2019
2-s2.0-85062242899,,2208,2019
2-s2.0-85062242899,,3105,2019
2-s2.0-85072992297,R. A. Welch Foundation Thailand National Organization,1604,2019
2-s2.0-85065467940,,2305,2019
2-s2.0-85065467940,,2311,2019
2-s2.0-85065467940,,2308,2019
2-s2.0-85054090216,,2741,2019
2-s2.0-85066992121,,1705,2019
2-s2.0-85066992121,,2102,2019
2-s2.0-85066992121,,2208,2019
2-s2.0-85051672867,,1314,2019
2-s2.0-85051672867,,1303,2019
2-s2.0-85051672867,,1104,2019
2-s2.0-85070553552,,1312,2019
2-s2.0-85070553552,,1311,2019
2-s2.0-85069676962,,3003,2019
2-s2.0-85125181930,,1406,2019
2-s2.0-85125181930,,1408,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2741,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2808,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2805,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2728,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2804,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2738,2019
2-s2.0-85071241800,Chulalongkorn University Thailand National Organization,2802,2019
2-s2.0-85065227130,"Ratchadaphiseksomphot Endowment Fund of the Faculty of Medicine, Chulalongkorn University Thailand National Organization United States Agency for International Development World Health Organization",2700,2019
2-s2.0-85072702480,Chulalongkorn University Mahidol University,1300,2019
2-s2.0-85061101954,Ames Laboratory Bauman Moscow State Technical University Российский Фонд Фундаментальных Исследований (РФФИ),1105,2019
2-s2.0-85061101954,Ames Laboratory Bauman Moscow State Technical University Российский Фонд Фундаментальных Исследований (РФФИ),1103,2019
2-s2.0-85079004892,,1705,2019
2-s2.0-85079004892,,1706,2019
2-s2.0-85079004892,,1710,2019
2-s2.0-85074226920,,1702,2019
2-s2.0-85074226920,,1705,2019
2-s2.0-85074226920,,1709,2019
2-s2.0-85074226920,,1711,2019
2-s2.0-85074226920,,1712,2019
2-s2.0-85074226920,,1802,2019
2-s2.0-85048024714,,2715,2019
2-s2.0-85062295437,,2723,2019
2-s2.0-85062295437,,1312,2019
2-s2.0-85062295437,,2400,2019
2-s2.0-85062295437,,2726,2019
2-s2.0-85062295437,,2725,2019
2-s2.0-85074885505,,1606,2019
2-s2.0-85074885505,,1604,2019
2-s2.0-85141311905,,1204,2019
2-s2.0-85141311905,,1105,2019
2-s2.0-85141311905,,3314,2019
2-s2.0-85141311905,,3302,2019
2-s2.0-85060939471,,2726,2019
2-s2.0-85073747835,Chulalongkorn University Rajamangala University,1600,2019
2-s2.0-85073747835,Chulalongkorn University Rajamangala University,2600,2019
2-s2.0-85073747835,Chulalongkorn University Rajamangala University,2500,2019
2-s2.0-85073747835,Chulalongkorn University Rajamangala University,1300,2019
2-s2.0-85073747835,Chulalongkorn University Rajamangala University,3100,2019
2-s2.0-85061768426,,1401,2019
2-s2.0-85061768426,,2209,2019
2-s2.0-85061768426,,2213,2019
2-s2.0-85066508614,"Chulalongkorn University Department of Veterinary Medicine, Faculty of Veterinary Science, Chulalongkorn University Pathogen Bank Thailand National Organization",2400,2019
2-s2.0-85066508614,"Chulalongkorn University Department of Veterinary Medicine, Faculty of Veterinary Science, Chulalongkorn University Pathogen Bank Thailand National Organization",3400,2019
2-s2.0-85064209776,,2614,2019
2-s2.0-85064209776,,1700,2019
2-s2.0-85071975192,,2731,2019
2-s2.0-85067679501,,1104,2019
2-s2.0-85067679501,,1110,2019
2-s2.0-85057738318,,2731,2019
2-s2.0-85072656884,,1311,2019
2-s2.0-85072656884,,2716,2019
2-s2.0-85068000894,Chulalongkorn University Thailand National Organization,1602,2019
2-s2.0-85071170384,Chiang Mai University Chulalongkorn University Thailand National Organization,1600,2019
2-s2.0-85071170384,Chiang Mai University Chulalongkorn University Thailand National Organization,2600,2019
2-s2.0-85071170384,Chiang Mai University Chulalongkorn University Thailand National Organization,2500,2019
2-s2.0-85071170384,Chiang Mai University Chulalongkorn University Thailand National Organization,1300,2019
2-s2.0-85071170384,Chiang Mai University Chulalongkorn University Thailand National Organization,3100,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2305,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2205,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2302,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2312,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2311,2019
2-s2.0-85065527625,Core Research for Evolutional Science and Technology JSPS Japan Science and Technology Agency,2310,2019
2-s2.0-85061188766,,2732,2019
2-s2.0-85070392094,TRC Thai Health Promotion Foundation Tobacco Control Research and Knowledge Management Center,2900,2019
2-s2.0-85069604963,Center Thailand National Organization Ubon Ratchathani University,1602,2019
2-s2.0-85069604963,Center Thailand National Organization Ubon Ratchathani University,1303,2019
2-s2.0-85069604963,Center Thailand National Organization Ubon Ratchathani University,2304,2019
2-s2.0-85069604963,Center Thailand National Organization Ubon Ratchathani University,1607,2019
2-s2.0-85063424717,,3106,2019
2-s2.0-85077975261,,3105,2019
2-s2.0-85077975261,,1705,2019
2-s2.0-85077975261,,1708,2019
2-s2.0-85077975261,,2102,2019
2-s2.0-85077975261,,2105,2019
2-s2.0-85077975261,,2208,2019
2-s2.0-85077964906,,2102,2019
2-s2.0-85077964906,,2105,2019
2-s2.0-85077964906,,2606,2019
2-s2.0-85077964906,,2208,2019
2-s2.0-85044772170,Chulalongkorn University Thailand National Organization,3300,2019
2-s2.0-85069051894,,2723,2019
2-s2.0-85069051894,,2403,2019
2-s2.0-85067418189,Chulalongkorn University Thailand National Organization,2500,2019
2-s2.0-85067418189,Chulalongkorn University Thailand National Organization,2211,2019
2-s2.0-85067418189,Chulalongkorn University Thailand National Organization,2210,2019
2-s2.0-85078850160,,1705,2019
2-s2.0-85078850160,,1708,2019
2-s2.0-85078850160,,1710,2019
2-s2.0-85078850160,,1711,2019
2-s2.0-85078850160,,1802,2019
2-s2.0-85078850160,,2208,2019
2-s2.0-85059954764,National Research University Thailand National Organization,2208,2019
2-s2.0-85048773122,,2735,2019
2-s2.0-85048773122,,2734,2019
2-s2.0-85073321185,China Postdoctoral Science Foundation Guangdong Province Introduced Innovative NSFC,1908,2019
2-s2.0-85073321185,China Postdoctoral Science Foundation Guangdong Province Introduced Innovative NSFC,1906,2019
2-s2.0-85060150802,,1404,2019
2-s2.0-85060150802,,1406,2019
2-s2.0-85063250597,,1702,2019
2-s2.0-85063250597,,1706,2019
2-s2.0-85063250597,,2206,2019
2-s2.0-85063250597,,2207,2019
2-s2.0-85063250597,,3105,2019
2-s2.0-85071600684,,2726,2019
2-s2.0-85071600684,,2725,2019
2-s2.0-85069889234,,2727,2019
2-s2.0-85077073854,,3304,2019
2-s2.0-85077073854,,1201,2019
2-s2.0-85072675962,,2724,2019
2-s2.0-85072675962,,2712,2019
2-s2.0-85072675962,,2739,2019
2-s2.0-85101592821,Chulalongkorn University,2205,2019
2-s2.0-85101592821,Chulalongkorn University,2206,2019
2-s2.0-85101592821,Chulalongkorn University,1909,2019
2-s2.0-85101592821,Chulalongkorn University,2305,2019
2-s2.0-85065803082,,1701,2019
2-s2.0-85063576577,Center of Excellence in Clinical Virology of Chulalongkorn University Thailand National Organization,2406,2019
2-s2.0-85063576577,Center of Excellence in Clinical Virology of Chulalongkorn University Thailand National Organization,2725,2019
2-s2.0-85069590379,,1309,2019
2-s2.0-85069590379,,1307,2019
2-s2.0-85060928282,CREST JST JSPS,1902,2019
2-s2.0-85073513464,Chulalongkorn University Thailand National Organization,2200,2019
2-s2.0-85050527218,,2602,2019
2-s2.0-85077966228,,1710,2019
2-s2.0-85077966228,,2213,2019
2-s2.0-85077966228,,1802,2019
2-s2.0-85077966228,,2102,2019
2-s2.0-85077966228,,2208,2019
2-s2.0-85060164542,,2746,2019
2-s2.0-85077630871,,2105,2019
2-s2.0-85077630871,,2102,2019
2-s2.0-85077630871,,2305,2019
2-s2.0-85077630871,,2308,2019
2-s2.0-85076310405,Center Thailand National Organization,1500,2019
2-s2.0-85073178758,,2725,2019
2-s2.0-85073178758,,2736,2019
2-s2.0-85052727938,Bournemouth University Chulalongkorn University,3315,2019
2-s2.0-85052727938,Bournemouth University Chulalongkorn University,1407,2019
2-s2.0-85052727938,Bournemouth University Chulalongkorn University,1406,2019
2-s2.0-85064662957,Chulalongkorn University,2700,2019
2-s2.0-85061080981,,3106,2019
2-s2.0-85111879695,,1200,2019
2-s2.0-85065012302,,2609,2019
2-s2.0-85072144865,,2712,2019
2-s2.0-85072144865,,1310,2019
2-s2.0-85070265460,Chulalongkorn University JSPS,1602,2019
2-s2.0-85070265460,Chulalongkorn University JSPS,1303,2019
2-s2.0-85070265460,Chulalongkorn University JSPS,2304,2019
2-s2.0-85070265460,Chulalongkorn University JSPS,1607,2019
2-s2.0-85064215214,,2700,2019
2-s2.0-85071921659,CNPq Chulalongkorn University Coordenação de Aperfei-çoamento de Pessoal de Nível Superior Thailand National Organization,1105,2019
2-s2.0-85071921659,CNPq Chulalongkorn University Coordenação de Aperfei-çoamento de Pessoal de Nível Superior Thailand National Organization,1103,2019
2-s2.0-85081271516,,2500,2019
2-s2.0-85081271516,,2211,2019
2-s2.0-85066350269,Merck Sharp & Dohme Thailand National Organization,2740,2019
2-s2.0-85066350269,Merck Sharp & Dohme Thailand National Organization,2808,2019
2-s2.0-85066350269,Merck Sharp & Dohme Thailand National Organization,2728,2019
2-s2.0-85070826539,,2504,2019
2-s2.0-85070826539,,2503,2019
2-s2.0-85070826539,,1508,2019
2-s2.0-85070826539,,2508,2019
2-s2.0-85070826539,,2505,2019
2-s2.0-85061034562,,3614,2019
2-s2.0-85061034562,,2741,2019
2-s2.0-85061034562,,2715,2019
2-s2.0-85061034562,,2748,2019
2-s2.0-85073594166,,1701,2019
2-s2.0-85073594166,,3305,2019
2-s2.0-85073594166,,2105,2019
2-s2.0-85073594166,,2215,2019
2-s2.0-85073594166,,2301,2019
2-s2.0-85073594166,,2102,2019
2-s2.0-85073594166,,1708,2019
2-s2.0-85073594166,,1705,2019
2-s2.0-85073594166,,2308,2019
2-s2.0-85023749151,,2305,2019
2-s2.0-85023749151,,1909,2019
2-s2.0-85023749151,,1111,2019
2-s2.0-85068115256,ASEAN University Japan International Cooperation Agency,1501,2019
2-s2.0-85068115256,ASEAN University Japan International Cooperation Agency,2311,2019
2-s2.0-85068115256,ASEAN University Japan International Cooperation Agency,2310,2019
2-s2.0-85068115256,ASEAN University Japan International Cooperation Agency,1508,2019
2-s2.0-85074170062,,2800,2019
2-s2.0-85074170062,,1300,2019
2-s2.0-85074170062,,1100,2019
2-s2.0-85091972581,Chulalongkorn University Science Chulalongkorn University Thailand National Organization,1100,2019
2-s2.0-85054016973,Chulalongkorn University,1602,2019
2-s2.0-85068347287,,3612,2019
2-s2.0-85068347287,,2742,2019
2-s2.0-85065057290,Chulalongkorn University,2200,2019
2-s2.0-85062699245,,2746,2019
2-s2.0-85062699245,,2708,2019
2-s2.0-85063795211,,3321,2019
2-s2.0-85063795211,,1408,2019
2-s2.0-85069746090,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University Chulalongkorn University National Vaccine Institute Thailand National Organization",1313,2019
2-s2.0-85069746090,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University Chulalongkorn University National Vaccine Institute Thailand National Organization",2400,2019
2-s2.0-85069746090,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University Chulalongkorn University National Vaccine Institute Thailand National Organization",3400,2019
2-s2.0-85069746090,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University Chulalongkorn University National Vaccine Institute Thailand National Organization",2739,2019
2-s2.0-85069746090,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University Chulalongkorn University National Vaccine Institute Thailand National Organization",2725,2019
2-s2.0-85062975770,,3400,2019
2-s2.0-85075620926,,2300,2019
2-s2.0-85075620926,,1900,2019
2-s2.0-85074349487,"Chulalongkorn University Foundation Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University",2724,2019
2-s2.0-85074349487,"Chulalongkorn University Foundation Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University",2712,2019
2-s2.0-85074349487,"Chulalongkorn University Foundation Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University",2739,2019
2-s2.0-85062629289,,3106,2019
2-s2.0-85082065799,,2100,2019
2-s2.0-85066251209,AFC CNPq Ministry for Science and Technology of Brazil State University,2808,2019
2-s2.0-85066251209,AFC CNPq Ministry for Science and Technology of Brazil State University,2804,2019
2-s2.0-85063902132,,3106,2019
2-s2.0-85081093214,Thailand National Organization,1712,2019
2-s2.0-85081093214,Thailand National Organization,1709,2019
2-s2.0-85081093214,Thailand National Organization,1707,2019
2-s2.0-85081093214,Thailand National Organization,1705,2019
2-s2.0-85071681094,Chulalongkorn University Mahidol University Thammasat University,2200,2019
2-s2.0-85066045697,,2201,2019
2-s2.0-85066045697,,3101,2019
2-s2.0-85066110560,,2746,2019
2-s2.0-85066110560,,2808,2019
2-s2.0-85066110560,,2728,2019
2-s2.0-85066110560,,2737,2019
2-s2.0-85055682516,,2600,2019
2-s2.0-85065674940,,1000,2019
2-s2.0-85071281204,,2723,2019
2-s2.0-85071281204,,2403,2019
2-s2.0-85071281204,,2725,2019
2-s2.0-85073832249,Chulalongkorn University,1300,2019
2-s2.0-85058674994,Chulalongkorn University Thailand National Organization,3004,2019
2-s2.0-85058674994,Chulalongkorn University Thailand National Organization,3002,2019
2-s2.0-85084423218,,3304,2019
2-s2.0-85084423218,,1201,2019
2-s2.0-85068902390,,1000,2019
2-s2.0-85065991546,,1702,2019
2-s2.0-85065991546,,1705,2019
2-s2.0-85065991546,,1710,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2305,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2302,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2312,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2311,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2310,2019
2-s2.0-85065098743,Chulalong-korn University Chulalongkorn University Thailand National Organization,2307,2019
2-s2.0-85073761982,Chulalongkorn University Thailand National Organization,1203,2019
2-s2.0-85073761982,Chulalongkorn University Thailand National Organization,3304,2019
2-s2.0-85073761982,Chulalongkorn University Thailand National Organization,3310,2019
