affid
60278391
60278325
60278195
60278120
60277929
60277695
60277499
60277492
60277300
60277287
60277284
60277256
60277194
60277188
60277181
60277127
60277125
60277035
60277033
60277026
60277007
60277005
60277004
60276990
60276985
60276939
60276903
60276865
60276820
60276769
60276750
60276669
60276607
60276539
60276503
60276484
60276481
60276478
60276477
60276476
60276473
60276472
60276469
60276418
60276334
60276117
60276078
60276021
60275966
60275751
60275645
60275585
60275492
60275486
60275239
60275210
60275193
60275149
60274951
60274950
60274940
60274924
60274765
60274731
60274668
60274652
60274645
60274643
60274641
60274640
60274618
60274569
60274530
60274452
60274446
60274410
60274385
60274356
60274283
60274239
60274219
60274200
60274156
60274109
60274106
60274070
60273996
60273994
60273987
60273954
60273946
60273754
60273689
60273686
60273492
60273420
60273396
60273350
60273337
60273334
60273265
60273257
60273145
60273142
60273133
60273131
60273130
60273114
60273109
60273071
60273065
60272722
60272606
60272603
60272586
60272574
60272547
60272485
60272451
60272434
60272403
60272402
60272396
60272386
60272373
60272368
60272276
60272255
60272237
60272065
60272060
60271969
60271965
60271923
60271836
60271689
60271667
60271620
60271603
60271305
60271156
60271152
60271127
60271125
60270122
60270094
60270066
60270056
60269988
60269987
60269777
60269774
60269766
60269762
60269753
60269725
60268957
60268829
60268781
60268770
60268758
60268553
60268533
60268528
60268514
60268475
60268372
60268325
60268311
60268245
60268227
60267588
60267265
60267252
60267251
60267250
60265271
60265260
60264869
60264867
60264865
60264834
60264763
60264731
60264675
60264491
60264474
60264378
60262990
60261044
60261038
60259056
60257798
60257448
60257441
60257367
60257364
60257338
60257190
60257151
60257150
60257015
60256997
60256991
60255181
60254905
60254888
60254871
60254867
60253271
60253102
60253097
60253096
60251100
60251092
60251073
60251053
60251043
60251038
60250877
60250860
60249936
60249935
60247665
60246051
60245984
60245221
60245220
60244708
60243669
60243178
60242691
60242136
60239692
60239348
60239307
60239261
60238176
60238175
60237270
60236992
60233145
60232963
60232849
60231856
60231759
60231747
60231617
60231078
60231076
60228126
60227738
60223828
60222416
60221525
60221156
60220236
60218948
60218492
60218075
60218019
60216981
60216969
60216852
60216840
60216192
60212767
60212764
60212763
60212489
60212408
60212186
60212173
60212164
60212157
60212079
60212058
60212048
60212025
60211913
60211908
60211900
60211885
60211865
60211858
60211843
60211822
60211810
60211795
60211771
60211748
60211721
60211694
60211656
60211633
60211585
60211567
60211559
60211552
60211548
60211445
60211353
60211264
60210266
60210254
60210153
60210142
60210091
60209726
60209338
60208832
60208585
60207122
60204370
60204358
60204351
60204338
60204324
60204227
60204112
60204103
60204099
60204097
60204093
60204083
60204070
60204069
60203849
60203638
60202582
60202528
60199696
60199663
60199661
60199653
60199640
60199635
60199632
60199627
60199625
60199618
60199611
60199609
60199585
60199584
60199583
60199582
60199580
60199579
60199578
60199577
60199575
60199574
60199573
60199571
60199569
60199568
60199562
60199553
60199552
60199543
60199495
60199493
60199492
60199489
60199421
60199296
60198738
60198736
60198722
60198721
60198715
60198712
60197895
60196974
60196969
60196961
60196827
60196808
60196805
60196721
60196713
60196602
60196596
60195995
60194976
60194971
60194969
60194957
60194955
60194949
60194947
60194939
60194937
60194936
60194935
60194934
60194933
60194932
60194931
60194929
60194928
60194927
60194926
60194925
60194924
60194923
60194922
60194921
60194920
60194541
60194539
60194075
60194052
60193849
60193847
60193845
60193840
60193828
60193402
60193394
60193316
60193300
60193233
60192973
60192961
60192956
60192954
60192485
60192390
60192082
60191838
60190884
60190868
60190741
60190682
60190629
60190625
60190575
60190225
60189943
60189940
60189936
60189898
60189793
60189785
60189736
60189723
60189720
60189638
60189592
60189561
60189535
60189490
60189485
60189457
60189453
60189250
60189247
60189241
60189232
60189188
60189165
60189154
60189147
60189146
60189141
60189138
60189105
60189104
60189099
60187514
60187504
60187502
60186733
60186732
60186293
60186291
60185923
60183196
60183191
60183163
60183039
60182779
60182613
60182609
60182118
60181136
60180317
60179043
60178602
60177647
60177635
60176736
60176725
60176589
60176359
60176145
60176139
60176099
60176051
60176038
60176037
60176024
60176002
60175967
60175953
60175936
60175930
60175889
60175887
60175886
60175879
60175855
60175823
60175816
60174685
60174564
60173004
60172703
60172698
60172675
60172666
60172655
60172654
60172653
60172647
60172638
60172627
60172624
60172617
60172612
60172570
60172563
60172562
60172548
60172370
60172358
60172355
60172345
60172343
60172332
60172331
60172322
60172319
60172310
60172289
60172257
60172253
60172252
60171766
60171764
60171763
60171749
60171746
60171739
60171734
60171713
60171692
60171691
60171679
60171678
60171621
60171146
60171138
60170568
60170566
60170549
60170541
60170520
60170515
60170475
60170471
60170457
60170450
60170442
60170371
60170326
60170323
60170321
60170311
60170309
60170292
60170290
60170285
60170281
60170134
60168087
60166782
60166770
60165526
60165287
60165278
60165240
60163100
60163091
60162971
60162625
60162130
60162124
60162105
60162089
60162085
60162058
60162044
60161489
60161479
60161464
60161458
60161457
60161454
60161452
60161449
60160817
60160813
60160812
60160783
60160780
60160417
60160279
60160274
60159968
60159959
60159957
60159954
60159931
60159927
60159921
60159917
60159895
60159889
60159855
60159852
60159848
60159841
60159815
60159754
60159745
60159736
60159706
60159688
60159676
60159649
60159565
60159511
60159491
60159410
60159407
60159380
60159369
60159358
60158097
60158067
60157983
60157974
60148067
60144575
60142558
60141090
60139101
60139098
60139088
60139065
60139048
60139037
60139032
60139025
60138902
60138854
60138836
60138834
60138829
60138826
60138820
60138781
60138780
60138776
60138740
60138738
60138720
60138718
60138712
60138707
60138686
60138680
60138678
60138677
60138675
60138585
60138561
60138529
60138522
60138518
60138508
60138498
60138490
60138477
60138469
60138463
60138461
60138444
60138422
60138418
60138379
60138361
60138358
60138353
60138333
60138332
60138296
60138295
60138292
60138286
60138276
60138275
60137829
60136546
60136293
60136288
60136265
60136210
60136207
60136205
60136193
60134870
60134841
60134167
60133708
60133174
60130044
60129467
60129289
60129238
60129232
60129180
60129102
60128861
60128315
60127212
60126120
60126119
60126114
60125448
60124549
60123816
60123804
60123803
60123796
60123786
60123784
60123782
60123777
60123678
60123661
60123649
60123646
60123531
60123163
60123084
60123042
60122792
60122791
60122787
60122781
60122772
60122771
60122760
60122734
60122729
60122703
60122681
60122676
60122663
60122660
60122606
60122603
60122600
60122592
60122579
60122571
60122569
60122542
60122541
60122523
60122522
60122504
60122498
60122488
60122486
60122465
60122431
60122427
60122407
60122389
60122385
60122381
60122379
60122377
60122372
60122359
60122356
60122353
60122346
60122342
60122304
60122210
60122206
60122189
60122140
60122135
60122110
60122094
60122069
60122068
60122067
60122065
60122052
60122032
60122029
60122016
60121987
60121979
60121976
60121975
60121974
60121971
60121918
60121916
60121912
60121908
60121907
60121871
60121845
60121837
60121765
60121699
60121697
60121686
60121653
60121643
60121639
60121618
60121612
60121590
60121576
60121575
60121571
60121568
60121563
60121552
60121551
60121548
60121547
60121546
60121521
60121512
60121505
60121503
60121501
60121496
60121476
60121458
60121435
60121350
60121327
60121275
60121260
60121256
60121246
60121208
60121207
60121202
60121115
60120915
60120862
60120819
60120720
60120717
60120700
60120672
60120638
60120613
60120612
60120610
60120606
60120605
60120552
60120536
60120457
60120341
60120292
60120280
60120279
60120257
60120232
60120218
60120094
60120089
60120035
60120031
60120023
60120018
60120017
60120016
60120015
60120011
60120005
60119956
60119937
60119838
60119830
60119828
60119802
60119774
60119660
60119614
60119522
60119491
60119485
60119481
60119480
60119479
60119344
60119342
60119341
60119340
60119339
60119326
60119324
60119323
60119320
60119319
60119318
60119317
60119316
60119313
60119284
60119141
60119094
60119078
60118986
60118927
60118890
60118888
60118881
60118845
60118837
60118800
60118763
60118735
60118717
60118642
60118641
60118640
60118639
60118635
60118633
60118622
60118617
60118600
60118587
60118584
60118549
60118547
60118546
60118505
60118480
60118475
60118457
60118456
60118454
60118451
60118440
60118438
60118432
60118430
60118428
60118427
60118346
60118264
60118242
60118182
60118121
60118090
60118017
60118011
60117987
60117978
60117975
60117973
60117972
60117964
60117963
60117934
60117932
60117882
60117873
60117862
60117841
60117840
60117839
60117835
60117794
60117776
60117774
60117770
60117769
60117768
60117760
60117660
60117640
60117634
60117630
60117610
60117609
60117605
60117599
60117550
60117496
60117464
60117421
60117396
60117367
60117365
60117340
60117325
60117320
60117285
60117283
60117280
60117279
60117212
60117207
60117158
60117151
60117148
60117108
60117095
60117092
60117081
60116924
60116903
60116864
60116827
60116801
60116774
60116771
60116768
60116755
60116725
60116668
60116572
60116558
60116533
60116524
60116523
60116494
60116490
60116484
60116402
60116379
60116362
60116278
60116267
60116226
60116225
60116207
60116188
60116124
60116085
60116084
60115928
60115886
60115878
60115862
60115855
60115852
60115722
60115695
60115647
60115615
60115597
60115583
60115573
60115564
60115541
60115504
60115484
60115453
60115431
60115430
60115404
60115402
60115301
60115268
60115247
60115239
60115145
60115114
60115045
60114978
60114928
60114916
60114810
60114771
60114764
60114762
60114761
60114755
60114732
60114724
60114720
60114719
60114718
60114717
60114715
60114708
60114688
60114687
60114686
60114685
60114653
60114641
60114624
60114580
60114500
60114499
60114498
60114497
60114492
60114400
60114399
60114388
60114378
60114364
60114363
60114357
60114346
60114322
60114314
60114304
60114303
60114260
60114249
60114221
60114207
60114202
60114195
60114181
60114167
60114132
60114122
60114121
60114114
60114077
60114076
60114072
60114028
60113988
60113978
60113915
60113912
60113906
60113886
60113885
60113878
60113830
60113829
60113775
60113772
60113724
60113717
60113710
60113678
60113676
60113665
60113656
60113625
60113524
60113484
60113483
60113434
60113370
60113364
60113363
60113358
60113355
60113339
60113338
60113322
60113288
60113282
60113269
60113268
60113259
60113250
60113231
60113227
60113205
60113202
60113178
60113158
60113147
60113081
60113050
60113037
60112932
60112928
60112903
60112873
60112784
60112782
60112770
60112765
60112757
60112754
60112748
60112747
60112735
60112734
60112729
60112695
60112689
60112680
60112679
60112659
60112648
60112620
60112597
60112582
60112569
60112560
60112547
60112541
60112527
60112476
60112467
60112462
60112441
60112394
60112379
60112360
60112181
60112142
60112082
60112067
60112053
60112049
60112046
60112045
60112036
60112014
60111891
60111840
60111823
60111820
60111796
60111785
60111763
60111750
60111747
60111735
60111720
60111719
60111707
60111705
60111704
60111668
60111656
60111602
60111572
60111564
60111550
60111536
60111469
60111449
60111446
60111401
60111398
60111356
60111353
60111339
60111308
60111268
60111262
60111216
60111194
60111178
60111174
60111162
60111144
60111140
60111121
60111063
60111037
60111031
60110997
60110962
60110956
60110942
60110939
60110913
60110912
60110904
60110893
60110880
60110877
60110825
60110821
60110819
60110818
60110814
60110806
60110787
60110775
60110772
60110749
60110719
60110713
60110695
60110693
60110677
60110665
60110622
60110602
60110590
60110578
60110576
60110569
60110565
60110553
60110548
60110525
60110524
60110519
60110518
60110484
60110450
60110447
60110371
60110355
60110346
60110316
60110313
60110262
60110201
60110188
60110161
60110134
60110117
60109878
60109875
60109869
60109827
60109815
60109792
60109789
60109780
60109777
60109771
60109767
60109766
60109712
60109706
60109690
60109673
60109667
60109651
60109646
60109642
60109637
60109634
60109606
60109599
60109585
60109577
60109544
60109532
60109509
60109462
60109427
60109411
60109396
60109394
60109393
60109360
60109349
60109336
60109335
60109334
60109326
60109307
60109298
60109296
60109272
60109259
60109258
60109245
60109202
60109179
60109163
60109095
60109057
60109021
60109019
60108982
60108904
60108903
60108899
60108881
60108877
60108868
60108865
60108818
