Eid,Affiliation
2-s2.0-85065796712,60006314
2-s2.0-85065796712,122542746
2-s2.0-85065796712,60011947
2-s2.0-85065796712,60028190
2-s2.0-85044005768,60028190
2-s2.0-85059411162,60028190
2-s2.0-85059411162,60000881
2-s2.0-85056273626,60015138
2-s2.0-85056273626,60029738
2-s2.0-85056273626,121590094
2-s2.0-85056273626,60031602
2-s2.0-85056273626,60019578
2-s2.0-85032953012,60028190
2-s2.0-85032953012,60008786
2-s2.0-85052723716,60028190
2-s2.0-85052723716,60014471
2-s2.0-85052723716,60030267
2-s2.0-85147670793,60028190
2-s2.0-85057565960,60028190
2-s2.0-85057565960,60012718
2-s2.0-85046961017,60199583
2-s2.0-85056334026,60028190
2-s2.0-85041124065,60000881
2-s2.0-85041124065,60028190
2-s2.0-85045899073,60018352
2-s2.0-85045899073,60028190
2-s2.0-85049773508,60028190
2-s2.0-85050857199,60028190
2-s2.0-85042408537,60017837
2-s2.0-85042408537,60010537
2-s2.0-85042408537,60024438
2-s2.0-85042408537,60008609
2-s2.0-85042408537,60019087
2-s2.0-85042408537,60025812
2-s2.0-85042408537,60028190
2-s2.0-85042408537,60014982
2-s2.0-85050466812,60028190
2-s2.0-85050466812,60199583
2-s2.0-85047785771,60026526
2-s2.0-85047785771,60091507
2-s2.0-85047785771,120779925
2-s2.0-85051446010,60027550
2-s2.0-85051446010,60028190
2-s2.0-85051446010,60005273
2-s2.0-85051446010,60005247
2-s2.0-85042162448,60006739
2-s2.0-85042162448,60028190
2-s2.0-85042162448,60022085
2-s2.0-85054357149,60030782
2-s2.0-85054357149,60008648
2-s2.0-85054357149,60091507
2-s2.0-85054357149,60013183
2-s2.0-85054357149,60012464
2-s2.0-85054357149,60011362
2-s2.0-85054357149,60072089
2-s2.0-85054357149,60025417
2-s2.0-85053928588,60070862
2-s2.0-85053928588,60025205
2-s2.0-85051665286,60028190
2-s2.0-85011891254,60028190
2-s2.0-85011891254,60020457
2-s2.0-85011891254,101932858
2-s2.0-85011891254,105889154
2-s2.0-85011891254,60111747
2-s2.0-85011891254,114423726
2-s2.0-85011891254,60018805
2-s2.0-85011891254,60027866
2-s2.0-85011891254,116324567
2-s2.0-85011891254,60031890
2-s2.0-85044160914,60012718
2-s2.0-85044160914,120418628
2-s2.0-85044160914,118323016
2-s2.0-85044160914,60006964
2-s2.0-85044160914,60022183
2-s2.0-85044160914,60031780
2-s2.0-85120428841,60028190
2-s2.0-85053614528,60080013
2-s2.0-85053614528,60080012
2-s2.0-85053614528,60003500
2-s2.0-85053614528,60028190
2-s2.0-85048680793,60028190
2-s2.0-85056335704,60028190
2-s2.0-85056335704,60015728
2-s2.0-85074754835,60028190
2-s2.0-85044611055,60105348
2-s2.0-85044611055,60022183
2-s2.0-85044611055,60006455
2-s2.0-85066616138,60028190
2-s2.0-85060027156,60028190
2-s2.0-85021094125,60276473
2-s2.0-85021094125,60000316
2-s2.0-85021094125,60022676
2-s2.0-85021094125,60199578
2-s2.0-85021094125,60028190
2-s2.0-85057745826,60028190
2-s2.0-85045282402,60028190
2-s2.0-85057129403,60028190
2-s2.0-85057129403,60027550
2-s2.0-85060138865,60028190
2-s2.0-85060138865,60022183
2-s2.0-85060138865,121988831
2-s2.0-85060138865,60004592
2-s2.0-85029877245,60018526
2-s2.0-85029877245,60028190
2-s2.0-85029877245,60016147
2-s2.0-85029877245,60024690
2-s2.0-85052603257,110035826
2-s2.0-85052603257,121280462
2-s2.0-85052603257,105436721
2-s2.0-85052603257,124185100
2-s2.0-85052603257,60028190
2-s2.0-85052603257,60011189
2-s2.0-85052603257,60021143
2-s2.0-85034109062,60028190
2-s2.0-85034109062,60018352
2-s2.0-85074964699,60028190
2-s2.0-85050100034,60028190
2-s2.0-85050100034,60103476
2-s2.0-85050100034,60103839
2-s2.0-85047625131,60028190
2-s2.0-85047625131,60276473
2-s2.0-85047625131,60272065
2-s2.0-85018180212,60032987
2-s2.0-85018180212,60011019
2-s2.0-85018180212,60028190
2-s2.0-85051033734,60028190
2-s2.0-85049593551,60012521
2-s2.0-85049593551,60028190
2-s2.0-85085023816,60028190
2-s2.0-85085023816,60199582
2-s2.0-85085023816,114469201
2-s2.0-85048461228,60026046
2-s2.0-85048461228,60000881
2-s2.0-85048461228,60022498
2-s2.0-85048461228,120830920
2-s2.0-85048461228,60105960
2-s2.0-85048461228,60004156
2-s2.0-85048461228,60022183
2-s2.0-85030166789,60028190
2-s2.0-85030166789,100607744
2-s2.0-85030166789,60018805
2-s2.0-85030166789,60003438
2-s2.0-85030166789,60031890
2-s2.0-85030166789,60020457
2-s2.0-85047075497,60017285
2-s2.0-85047075497,60015150
2-s2.0-85047075497,112589534
2-s2.0-85047075497,60012718
2-s2.0-85047075497,60028190
2-s2.0-85057568646,60028190
2-s2.0-85064659411,60012585
2-s2.0-85064659411,60031780
2-s2.0-85064659411,60015183
2-s2.0-85064659411,60002620
2-s2.0-85064659411,60000881
2-s2.0-85064659411,102066915
2-s2.0-85064659411,60026046
2-s2.0-85064659411,60031637
2-s2.0-85064659411,60028340
2-s2.0-85045060548,60028190
2-s2.0-85055214814,60119480
2-s2.0-85055214814,60105606
2-s2.0-85055214814,60028190
2-s2.0-85043506008,60028190
2-s2.0-85050354190,60028190
2-s2.0-85033434051,60028190
2-s2.0-85045119266,60028190
2-s2.0-85054660492,60020661
2-s2.0-85054660492,60028190
2-s2.0-85054660492,60018869
2-s2.0-85058381356,60028190
2-s2.0-85058381356,60011947
2-s2.0-85053166985,60025988
2-s2.0-85053166985,116878402
2-s2.0-85053166985,60028190
2-s2.0-85053166985,60010348
2-s2.0-85053166985,60000316
2-s2.0-85053166985,60009116
2-s2.0-85037659942,60070862
2-s2.0-85037659942,60025205
2-s2.0-85025451728,113568771
2-s2.0-85025451728,60020416
2-s2.0-85025451728,60013372
2-s2.0-85025451728,60028190
2-s2.0-85050322897,60029489
2-s2.0-85050322897,60028190
2-s2.0-85050322897,60083501
2-s2.0-85047095618,60028190
2-s2.0-85047095618,114423596
2-s2.0-85049600322,60028190
2-s2.0-85049600322,60276473
2-s2.0-85049600322,60020524
2-s2.0-85125220076,60199583
2-s2.0-85059500714,60028190
2-s2.0-85059500714,60006222
2-s2.0-85059500714,60001724
2-s2.0-85049130033,60028190
2-s2.0-85050406535,60028190
2-s2.0-85050406535,60024872
2-s2.0-85048567058,60028190
2-s2.0-85042124950,60028190
2-s2.0-85042124950,60027866
2-s2.0-85042124950,112578486
2-s2.0-85042124950,115878790
2-s2.0-85042124950,60031890
2-s2.0-85042124950,60021050
2-s2.0-85055208680,60028190
2-s2.0-85055883510,60026526
2-s2.0-85055883510,60002620
2-s2.0-85055883510,60028190
2-s2.0-85055329986,60028190
2-s2.0-85055329986,112985950
2-s2.0-85055329986,60006314
2-s2.0-85042490432,60028190
2-s2.0-85050293492,60028190
2-s2.0-85050293492,60023422
2-s2.0-85050293492,60011189
2-s2.0-85050293492,60023561
2-s2.0-85050293492,60002483
2-s2.0-85038414606,60028190
2-s2.0-84946882107,60028190
2-s2.0-84946882107,60025045
2-s2.0-85044474065,60028190
2-s2.0-85044474065,115838518
2-s2.0-85049754856,60028190
2-s2.0-85049754856,60029487
2-s2.0-85049754856,60018352
2-s2.0-85050464629,60028190
2-s2.0-85048009800,60019499
2-s2.0-85048009800,60027363
2-s2.0-85048009800,60028190
2-s2.0-85042124259,60028190
2-s2.0-85055203305,60028190
2-s2.0-85055206982,60028190
2-s2.0-85055206982,60026905
2-s2.0-85055911435,60028190
2-s2.0-85055911435,60002620
2-s2.0-85042502072,60028190
2-s2.0-85042502072,60012521
2-s2.0-85042502072,60091516
2-s2.0-85038378516,60028190
2-s2.0-85038378516,60012718
2-s2.0-85038378516,60011947
2-s2.0-85038378516,60002620
2-s2.0-85050363033,60028190
2-s2.0-85049613672,60021543
2-s2.0-85049613672,60028190
2-s2.0-85044385899,60011883
2-s2.0-85044385899,60073748
2-s2.0-85044385899,60028190
2-s2.0-85053188475,60028190
2-s2.0-85053188475,60016717
2-s2.0-85037663555,60070862
2-s2.0-85037663555,60025205
2-s2.0-85020232804,60028190
2-s2.0-85020232804,60011189
2-s2.0-85020232804,114402284
2-s2.0-85020232804,60012718
2-s2.0-85049752235,60028190
2-s2.0-85049752235,60022676
2-s2.0-85049633866,60006951
2-s2.0-85049633866,60028190
2-s2.0-85049633866,60012521
2-s2.0-85049633866,60029311
2-s2.0-85047067545,60028190
2-s2.0-85047067545,60030267
2-s2.0-85059533501,60028190
2-s2.0-85059533501,60002875
2-s2.0-85124897134,60009116
2-s2.0-85124897134,60028190
2-s2.0-85039956280,60028190
2-s2.0-85039956280,60012718
2-s2.0-85039956280,60011947
2-s2.0-85052957177,60000881
2-s2.0-85052957177,60028190
2-s2.0-85052957177,60000316
2-s2.0-85029605828,60028190
2-s2.0-85029605828,60069411
2-s2.0-85064067855,60105038
2-s2.0-85064067855,60019572
2-s2.0-85064067855,60068806
2-s2.0-85064067855,60121571
2-s2.0-85064067855,60028190
2-s2.0-85044946324,60028190
2-s2.0-85044946324,60015887
2-s2.0-85044946324,60012718
2-s2.0-85044946324,60022674
2-s2.0-85048895959,60000881
2-s2.0-85048895959,120861714
2-s2.0-85048895959,60028190
2-s2.0-85048895959,60117609
2-s2.0-85043579137,60028190
2-s2.0-85043579137,60022183
2-s2.0-85042173837,60021931
2-s2.0-85042173837,60028190
2-s2.0-85042173837,60009999
2-s2.0-85032486080,60028190
2-s2.0-85032486080,60069383
2-s2.0-85032486080,60066596
2-s2.0-85045059978,60002787
2-s2.0-85045059978,60103680
2-s2.0-85045059978,60028190
2-s2.0-85053520746,60028190
2-s2.0-85058116831,60070862
2-s2.0-85058116831,60025205
2-s2.0-85047617947,60026860
2-s2.0-85047617947,60004270
2-s2.0-85047617947,60006594
2-s2.0-85047617947,60028190
2-s2.0-85017382024,60002620
2-s2.0-85017382024,60025527
2-s2.0-85017382024,60017165
2-s2.0-85017382024,60000881
2-s2.0-85017382024,60199575
2-s2.0-85051024509,60023691
2-s2.0-85051024509,60014910
2-s2.0-85051024509,60031780
2-s2.0-85051024509,60012786
2-s2.0-85051024509,60014443
2-s2.0-85051024509,60028190
2-s2.0-85049858984,60028190
2-s2.0-85085032372,60028190
2-s2.0-85085032372,60113829
2-s2.0-85048506039,60114221
2-s2.0-85048506039,60012521
2-s2.0-85048506039,60028190
2-s2.0-85044599217,60028190
2-s2.0-85044599217,60000316
2-s2.0-85044599217,60011947
2-s2.0-85066606561,60028190
2-s2.0-85060044375,60028190
2-s2.0-85021350626,60021543
2-s2.0-85021350626,60009116
2-s2.0-85021350626,60000316
2-s2.0-85021350626,60028190
2-s2.0-85057751550,60028190
2-s2.0-85057751550,60091494
2-s2.0-85057751550,60021543
2-s2.0-85040129612,60028190
2-s2.0-85040129612,60009499
2-s2.0-85040129612,60012718
2-s2.0-85060137555,60028190
2-s2.0-85057132079,60028190
2-s2.0-85051336924,60028190
2-s2.0-85051336924,60019499
2-s2.0-85051336924,60272060
2-s2.0-85030257787,60031780
2-s2.0-85030257787,60028190
2-s2.0-85034090537,60123803
2-s2.0-85034090537,60024408
2-s2.0-85034090537,60029570
2-s2.0-85034090537,60121202
2-s2.0-85034090537,60012311
2-s2.0-85034090537,60028190
2-s2.0-85034090537,60013180
2-s2.0-85034090537,60123796
2-s2.0-85074964918,60028190
2-s2.0-85050133579,119643476
2-s2.0-85050133579,60199583
2-s2.0-85050133579,60028190
2-s2.0-85051589402,60028190
2-s2.0-85004008128,60028190
2-s2.0-85004008128,60023998
2-s2.0-85044251346,60001440
2-s2.0-85044251346,60005856
2-s2.0-85044251346,60019600
2-s2.0-85044251346,60028190
2-s2.0-85047052854,60015023
2-s2.0-85047052854,60028190
2-s2.0-85048698823,60199578
2-s2.0-85048698823,60000881
2-s2.0-85048698823,60026046
2-s2.0-85048698823,60025527
2-s2.0-85048698823,60028190
2-s2.0-85053476831,60005558
2-s2.0-85053476831,60028190
2-s2.0-85074912603,60028190
2-s2.0-85074912603,60025272
2-s2.0-85056276634,60028190
2-s2.0-85056322410,60028190
2-s2.0-85056322410,60021099
2-s2.0-85041118554,60028190
2-s2.0-85041118554,60002620
2-s2.0-85041118554,60012718
2-s2.0-85045404571,60028190
2-s2.0-85045404571,60011846
2-s2.0-85045404571,60012718
2-s2.0-85045404571,60107216
2-s2.0-85045404571,60186733
2-s2.0-85045404571,60071743
2-s2.0-85045404571,60089331
2-s2.0-85045404571,60272060
2-s2.0-85049807958,60070862
2-s2.0-85049807958,60025205
2-s2.0-85051340035,60018809
2-s2.0-85051340035,60028190
2-s2.0-85042132726,60008786
2-s2.0-85042132726,60019578
2-s2.0-85042132726,60028190
2-s2.0-85043456930,60028190
2-s2.0-85043456930,60113434
2-s2.0-85043456930,60078566
2-s2.0-85043456930,60022676
2-s2.0-85047485244,60018894
2-s2.0-85047485244,60002875
2-s2.0-85047485244,60028190
2-s2.0-85047485244,60019578
2-s2.0-85047485244,60006974
2-s2.0-85047485244,60022498
2-s2.0-85047485244,60032179
2-s2.0-85051775907,60026655
2-s2.0-85051775907,60069378
2-s2.0-85051775907,112660121
2-s2.0-85051775907,60069391
2-s2.0-85051775907,60071385
2-s2.0-85051775907,60071446
2-s2.0-85051775907,60029157
2-s2.0-85051775907,60073434
2-s2.0-85051775907,60199578
2-s2.0-85051775907,60014234
2-s2.0-85042208017,60028190
2-s2.0-85042208017,60017285
2-s2.0-85054514701,60028190
2-s2.0-85054514701,60023366
2-s2.0-85054514701,60018759
2-s2.0-85054514701,60015849
2-s2.0-85054193886,60070862
2-s2.0-85054193886,60025205
2-s2.0-85048574005,60002784
2-s2.0-85048574005,60028190
2-s2.0-85048574005,60002090
2-s2.0-85034037558,60028190
2-s2.0-85052727854,60028190
2-s2.0-85052727854,60014471
2-s2.0-85052727854,60030267
2-s2.0-85147668704,60028190
2-s2.0-85026527246,60028190
2-s2.0-85026527246,60020457
2-s2.0-85026527246,114423726
2-s2.0-85026527246,60006651
2-s2.0-85026527246,60031890
2-s2.0-85026527246,60027866
2-s2.0-85026527246,116324567
2-s2.0-85026527246,60018805
2-s2.0-85046945040,60025858
2-s2.0-85046945040,60028190
2-s2.0-85046945040,60033235
2-s2.0-85046945040,60021523
2-s2.0-85049077007,60028190
2-s2.0-85049077007,60199582
2-s2.0-85049077007,60013939
2-s2.0-85049638161,60028190
2-s2.0-85046536996,60025272
2-s2.0-85046536996,60028190
2-s2.0-85046536996,60029472
2-s2.0-85027508129,60028190
2-s2.0-85065766139,60012718
2-s2.0-85065766139,60028190
2-s2.0-85056582448,60026655
2-s2.0-85056582448,112361302
2-s2.0-85056582448,60028190
2-s2.0-85056582448,60199575
2-s2.0-85056582448,102066915
2-s2.0-85056582448,112568502
2-s2.0-85056582448,60026046
2-s2.0-85056582448,60000881
2-s2.0-85056582448,60071408
2-s2.0-85056582448,112580603
2-s2.0-85043990882,60199583
2-s2.0-85059292352,60030957
2-s2.0-85059292352,60031890
2-s2.0-85059292352,60016849
2-s2.0-85059292352,60015765
2-s2.0-85059292352,60028190
2-s2.0-85089577633,60028190
2-s2.0-85054801027,60028190
2-s2.0-85054801027,60012718
2-s2.0-85049340560,60028190
2-s2.0-85052461855,112147138
2-s2.0-85052461855,60028190
2-s2.0-85052728800,60028190
2-s2.0-85048334019,60006314
2-s2.0-85048334019,60028190
2-s2.0-85042514755,60030801
2-s2.0-85042514755,60012718
2-s2.0-85042514755,60028190
2-s2.0-85047254171,60021944
2-s2.0-85047254171,60028190
2-s2.0-85043753584,60006183
2-s2.0-85043753584,60001117
2-s2.0-85043753584,60002620
2-s2.0-85043753584,60013372
2-s2.0-85043753584,60025111
2-s2.0-85048056789,60002512
2-s2.0-85048056789,118727884
2-s2.0-85048056789,60028190
2-s2.0-85048056789,60013763
2-s2.0-85048056789,60025577
2-s2.0-85048056789,60116774
2-s2.0-85051213580,60028190
2-s2.0-85059484399,60028190
2-s2.0-85059484399,60001884
2-s2.0-85054487744,60199583
2-s2.0-85054487744,60012521
2-s2.0-85039906562,60022249
2-s2.0-85039906562,60028190
2-s2.0-85039906562,60029472
2-s2.0-85054961256,60028190
2-s2.0-85032705765,60014992
2-s2.0-85032705765,60076774
2-s2.0-85032705765,117026955
2-s2.0-85032705765,112850846
2-s2.0-85032705765,60030118
2-s2.0-85062713066,60028190
2-s2.0-85062713066,60009358
2-s2.0-85041331629,60070862
2-s2.0-85041331629,60025205
2-s2.0-85042405520,60070862
2-s2.0-85042405520,60025205
2-s2.0-85047724032,60028190
2-s2.0-85035152319,60028190
2-s2.0-85054911826,60028190
2-s2.0-85045099427,111935205
2-s2.0-85045099427,60022183
2-s2.0-85045099427,60001361
2-s2.0-85045099427,109713983
2-s2.0-85045099427,60031780
2-s2.0-85048950967,60016849
2-s2.0-85048950967,60015765
2-s2.0-85048950967,60028884
2-s2.0-85048950967,60011520
2-s2.0-85048950967,60170475
2-s2.0-85048950967,60028190
2-s2.0-85048950967,60000481
2-s2.0-85048950967,60025063
2-s2.0-85048950967,60031069
2-s2.0-85048950967,60017829
2-s2.0-85048950967,60008088
2-s2.0-85048950967,60001576
2-s2.0-85048950967,60104561
2-s2.0-85060882963,60001821
2-s2.0-85060882963,60025577
2-s2.0-85060882963,60028190
2-s2.0-85058362649,60028190
2-s2.0-85058362649,60002316
2-s2.0-85057314464,60028190
2-s2.0-85057314464,60121275
2-s2.0-85147427223,60028190
2-s2.0-85147427223,129499152
2-s2.0-85147427223,60070224
2-s2.0-85049138685,60103462
2-s2.0-85049138685,60028190
2-s2.0-85050347042,60028190
2-s2.0-85050347042,60023932
2-s2.0-85041125005,60022183
2-s2.0-85041125005,60006558
2-s2.0-85046370884,60028190
2-s2.0-85045087472,60070862
2-s2.0-85045087472,60025205
2-s2.0-85034792561,60028190
2-s2.0-85034792561,60199583
2-s2.0-85052587184,60028190
2-s2.0-85054789927,60102125
2-s2.0-85054789927,60008134
2-s2.0-85054789927,60014471
2-s2.0-85054789927,60028190
2-s2.0-85054789927,60122760
2-s2.0-85056995413,60070862
2-s2.0-85056995413,60025205
2-s2.0-85041909360,60002875
2-s2.0-85041909360,60095975
2-s2.0-85041909360,60028190
2-s2.0-85041909360,60068588
2-s2.0-85041909360,60012937
2-s2.0-85062451061,60028190
2-s2.0-85058819617,60199575
2-s2.0-85058819617,101521982
2-s2.0-85058819617,60029487
2-s2.0-85058819617,60199578
2-s2.0-85058819617,60028340
2-s2.0-85058819617,60013855
2-s2.0-85058819617,60199571
2-s2.0-85058819617,60028394
2-s2.0-85058819617,60022183
2-s2.0-85058819617,60012921
2-s2.0-85147677137,60028190
2-s2.0-85044354013,60028190
2-s2.0-85047416689,60028190
2-s2.0-85047416689,115059883
2-s2.0-85047416689,60006387
2-s2.0-85037979419,60018465
2-s2.0-85037979419,60091507
2-s2.0-85037979419,60025094
2-s2.0-85049332917,60070862
2-s2.0-85049332917,60025205
2-s2.0-85047996106,60110880
2-s2.0-85047996106,60026851
2-s2.0-85047996106,60023599
2-s2.0-85047996106,60032760
2-s2.0-85047996106,60010365
2-s2.0-85040165654,60019369
2-s2.0-85040165654,60023691
2-s2.0-85040165654,60012022
2-s2.0-85040165654,60028190
2-s2.0-85029599490,60199583
2-s2.0-85029599490,60028190
2-s2.0-85052103630,60028190
2-s2.0-85060315563,60028190
2-s2.0-85055207011,60028190
2-s2.0-85055207011,60000881
2-s2.0-85055207011,60013402
2-s2.0-85057080123,60012521
2-s2.0-85057080123,60199578
2-s2.0-85057080123,60028190
2-s2.0-85058528333,60028190
2-s2.0-85058528333,60103462
2-s2.0-85023622769,60026655
2-s2.0-85023622769,60022148
2-s2.0-85023622769,118816212
2-s2.0-85023622769,60032700
2-s2.0-85023622769,60001846
2-s2.0-85023622769,119868558
2-s2.0-85023622769,113700887
2-s2.0-85023622769,60009149
2-s2.0-85023622769,60008557
2-s2.0-85059507250,60028190
2-s2.0-85041902085,60011520
2-s2.0-85041902085,60021543
2-s2.0-85041902085,60028190
2-s2.0-85042656504,60015887
2-s2.0-85042656504,60199578
2-s2.0-85042656504,117136135
2-s2.0-85042656504,60022498
2-s2.0-85042656504,60004592
2-s2.0-85042656504,60025527
2-s2.0-85042656504,60012718
2-s2.0-85042656504,60020524
2-s2.0-85042023454,60028190
2-s2.0-85064197717,60015887
2-s2.0-85064197717,60028190
2-s2.0-85064197717,122411536
2-s2.0-85052374035,60070862
2-s2.0-85052374035,60025205
2-s2.0-85044615287,60028190
2-s2.0-85044615287,60011947
2-s2.0-85053228319,60022183
2-s2.0-85053228319,60028190
2-s2.0-85054184001,60000316
2-s2.0-85054184001,60028190
2-s2.0-85056087491,60028190
2-s2.0-85050512776,60028190
2-s2.0-85050512776,60006314
2-s2.0-85053840080,60028190
2-s2.0-85053840080,60006861
2-s2.0-85046638544,60028190
2-s2.0-85046638544,60022183
2-s2.0-85046638544,60023366
2-s2.0-85046638544,60006964
2-s2.0-85046638544,60199571
2-s2.0-85044237627,60028190
2-s2.0-85044237627,60018373
2-s2.0-85044237627,60108502
2-s2.0-85043687256,60027866
2-s2.0-85043687256,60028190
2-s2.0-85043687256,60031890
2-s2.0-85043687256,116324567
2-s2.0-85043687256,60018805
2-s2.0-85043687256,114423726
2-s2.0-85043687256,60000995
2-s2.0-85043687256,107916246
2-s2.0-85042141707,60028190
2-s2.0-85042141707,60013791
2-s2.0-85034268326,60117964
2-s2.0-85034268326,60028190
2-s2.0-85049886823,60028190
2-s2.0-85058475370,60028190
2-s2.0-85058475370,60003858
2-s2.0-85058475370,60017165
2-s2.0-85058475370,60002014
2-s2.0-85046086485,60001884
2-s2.0-85046086485,60028190
2-s2.0-85046086485,60199582
2-s2.0-85046086485,60031126
2-s2.0-85047396625,60028190
2-s2.0-85114034524,60028190
2-s2.0-85059639710,60015206
2-s2.0-85059639710,60028190
2-s2.0-85059639710,60007027
2-s2.0-85018717462,60000995
2-s2.0-85018717462,60026000
2-s2.0-85018717462,60021361
2-s2.0-85046999731,60028190
2-s2.0-85046999731,60091516
2-s2.0-85049894907,60028190
2-s2.0-85049894907,60071491
2-s2.0-85021412297,60028190
2-s2.0-85021412297,60021944
2-s2.0-85021412297,60009387
2-s2.0-85058427156,60027142
2-s2.0-85058427156,60009752
2-s2.0-85058427156,60023691
2-s2.0-85058427156,60026851
2-s2.0-85058427156,60000356
2-s2.0-85058427156,107901447
2-s2.0-85058427156,60138826
2-s2.0-85058427156,60138740
2-s2.0-85058427156,123045551
2-s2.0-85058427156,123045967
2-s2.0-85029895683,60028190
2-s2.0-85052617324,60028190
2-s2.0-85042592413,60123803
2-s2.0-85042592413,60029570
2-s2.0-85042592413,60121202
2-s2.0-85042592413,60010413
2-s2.0-85042592413,60014594
2-s2.0-85042592413,60028190
2-s2.0-85042592413,60012311
2-s2.0-85063408360,60028190
2-s2.0-85063408360,60025997
2-s2.0-85046816352,60070862
2-s2.0-85046816352,60025205
2-s2.0-85043236156,60022249
2-s2.0-85043236156,60028190
2-s2.0-85043236156,60029472
2-s2.0-85108606381,60002620
2-s2.0-85049449308,60006314
2-s2.0-85049449308,120940833
2-s2.0-85049449308,60028190
2-s2.0-85049449308,120941010
2-s2.0-85049449308,60028478
2-s2.0-85049849567,114159116
2-s2.0-85049849567,60028190
2-s2.0-85049849567,60022183
2-s2.0-85049849567,60031828
2-s2.0-85039422790,60022183
2-s2.0-85039422790,60031451
2-s2.0-85039422790,114062630
2-s2.0-85039422790,60199575
2-s2.0-85039422790,60199578
2-s2.0-85039422790,60020543
2-s2.0-85039422790,112689385
2-s2.0-85055613281,60028190
2-s2.0-85055613281,60274641
2-s2.0-85055613281,60004391
2-s2.0-85055412929,60028190
2-s2.0-85055412929,60012521
2-s2.0-85040784668,60028190
2-s2.0-85053893317,60194920
2-s2.0-85053893317,60028190
2-s2.0-85053893317,60022676
2-s2.0-85071924483,60028190
2-s2.0-85071924483,123141745
2-s2.0-85071924483,60069383
2-s2.0-85047144654,60022676
2-s2.0-85047144654,60028190
2-s2.0-85059160526,60020650
2-s2.0-85059160526,60019674
2-s2.0-85059160526,60005686
2-s2.0-85059160526,60029170
2-s2.0-85059160526,60021918
2-s2.0-85059160526,60028190
2-s2.0-85048165592,60011189
2-s2.0-85048165592,60028190
2-s2.0-85045880156,60028190
2-s2.0-85045880156,60025038
2-s2.0-85045880156,60272060
2-s2.0-85047951043,60013227
2-s2.0-85047951043,60134841
2-s2.0-85047951043,60012521
2-s2.0-85047951043,60028190
2-s2.0-85044138050,60028190
2-s2.0-85046008435,60070862
2-s2.0-85046008435,60025205
2-s2.0-85068649705,60028190
2-s2.0-85054893986,60028190
2-s2.0-85054893986,60277005
2-s2.0-85054893986,60003087
2-s2.0-85054893986,60005558
2-s2.0-85054893986,60011715
2-s2.0-85056162378,60020457
2-s2.0-85056162378,112620055
2-s2.0-85056162378,60026004
2-s2.0-85056162378,60021568
2-s2.0-85056162378,60015580
2-s2.0-85050038650,60028190
2-s2.0-85049503941,60070862
2-s2.0-85049503941,60025205
2-s2.0-85061337612,60028190
2-s2.0-85061337612,60095975
2-s2.0-85061337612,60018013
2-s2.0-85015364517,60028190
2-s2.0-85047636349,60020457
2-s2.0-85047636349,116531760
2-s2.0-85047636349,60028884
2-s2.0-85047636349,60011520
2-s2.0-85047636349,60170475
2-s2.0-85047636349,60006564
2-s2.0-85047636349,60018805
2-s2.0-85047636349,60021889
2-s2.0-85047636349,60006726
2-s2.0-85047636349,60008088
2-s2.0-85047636349,60028190
2-s2.0-85047636349,60031890
2-s2.0-85047636349,60015765
2-s2.0-85060988754,60028190
2-s2.0-85060988754,60031780
2-s2.0-85044264400,60028190
2-s2.0-85044264400,60022183
2-s2.0-85058008311,60028190
2-s2.0-85058182042,60199583
2-s2.0-85029477194,60078563
2-s2.0-85029477194,60028190
2-s2.0-85043981703,60023217
2-s2.0-85043981703,60002620
2-s2.0-85043981703,60028190
2-s2.0-85043981703,60091468
2-s2.0-85049881279,60028190
2-s2.0-85045635851,60027152
2-s2.0-85045635851,60016437
2-s2.0-85045635851,60008724
2-s2.0-85045635851,60028190
2-s2.0-85049078258,60026796
2-s2.0-85049078258,60028190
2-s2.0-85049078258,60166782
2-s2.0-85049078258,60030788
2-s2.0-85077976956,60028190
2-s2.0-85077976956,60006183
2-s2.0-85077976956,60020543
2-s2.0-85077976956,60032838
2-s2.0-85077976956,60015615
2-s2.0-85077976956,60012708
2-s2.0-85053468138,60070862
2-s2.0-85053468138,60025205
2-s2.0-85064763801,60028190
2-s2.0-85064763801,122461301
2-s2.0-85064763801,60114221
2-s2.0-85050677167,60028190
2-s2.0-85050677167,114147491
2-s2.0-85050677167,60029311
2-s2.0-85056695606,60028190
2-s2.0-85073466512,60199583
2-s2.0-85053852381,60029929
2-s2.0-85053852381,60025063
2-s2.0-85053852381,60028190
2-s2.0-85053852381,60023691
2-s2.0-85048673927,60028190
2-s2.0-85074141140,60028190
2-s2.0-85074141140,60010123
2-s2.0-85042904764,60035791
2-s2.0-85042904764,60028190
2-s2.0-85044334055,60030522
2-s2.0-85044334055,60009424
2-s2.0-85044334055,60013029
2-s2.0-85044334055,60105337
2-s2.0-85044334055,60026851
2-s2.0-85044334055,60007670
2-s2.0-85044334055,60092133
2-s2.0-85045210000,60103698
2-s2.0-85045210000,60028190
2-s2.0-85053437968,60028190
2-s2.0-85027254776,60028190
2-s2.0-85027254776,60006577
2-s2.0-85027254776,60006314
2-s2.0-85027254776,112600027
2-s2.0-85027254776,60019394
2-s2.0-85027254776,60001422
2-s2.0-85027254776,60022183
2-s2.0-85061041683,60002787
2-s2.0-85061041683,60103680
2-s2.0-85061041683,60028190
2-s2.0-85049571141,60070862
2-s2.0-85049571141,60025205
2-s2.0-85018444885,60028190
2-s2.0-85018444885,60028378
