Eid,Affiliation
2-s2.0-85089171436,60117964
2-s2.0-85089171436,60001884
2-s2.0-85089171436,60103781
2-s2.0-85089171436,60012718
2-s2.0-85089171436,60028190
2-s2.0-85089171436,60021944
2-s2.0-85089171436,60021301
2-s2.0-85063866358,60013791
2-s2.0-85063866358,60022183
2-s2.0-85063866358,60029251
2-s2.0-85063866358,60027795
2-s2.0-85063866358,60006964
2-s2.0-85063866358,60015887
2-s2.0-85075739360,60028190
2-s2.0-85075739360,60002620
2-s2.0-85084387054,60199583
2-s2.0-85084387054,60115928
2-s2.0-85089873872,60022498
2-s2.0-85089873872,60028190
2-s2.0-85089873872,60114641
2-s2.0-85091491334,60028190
2-s2.0-85091491334,60076774
2-s2.0-85091491334,60025518
2-s2.0-85091491334,60004095
2-s2.0-85075474181,112658709
2-s2.0-85075474181,60018805
2-s2.0-85075474181,60028190
2-s2.0-85096494444,60070862
2-s2.0-85096494444,60025205
2-s2.0-85096494444,60018163
2-s2.0-85084554903,60009387
2-s2.0-85084554903,60023330
2-s2.0-85084554903,60027884
2-s2.0-85084554903,60032144
2-s2.0-85084554903,60014340
2-s2.0-85084554903,60091507
2-s2.0-85097044529,60018465
2-s2.0-85097044529,60091507
2-s2.0-85097044529,60004391
2-s2.0-85095808699,60028190
2-s2.0-85091437994,60028190
2-s2.0-85091437994,60012718
2-s2.0-85091437994,60008786
2-s2.0-85080095931,60028190
2-s2.0-85087444879,60110518
2-s2.0-85087444879,60028190
2-s2.0-85084054075,60028190
2-s2.0-85084054075,60022183
2-s2.0-85089360180,60025577
2-s2.0-85089360180,60016775
2-s2.0-85089360180,60028190
2-s2.0-85089360180,60001278
2-s2.0-85072125992,60028190
2-s2.0-85072125992,60014992
2-s2.0-85072125992,122106107
2-s2.0-85072125992,60014383
2-s2.0-85072125992,60016849
2-s2.0-85072125992,60015765
2-s2.0-85072125992,60031890
2-s2.0-85072125992,60018805
2-s2.0-85073918802,60028190
2-s2.0-85093104729,60028190
2-s2.0-85079692242,60028190
2-s2.0-85087001686,60028190
2-s2.0-85087001686,60006314
2-s2.0-85085598597,60028190
2-s2.0-85085750249,60028190
2-s2.0-85085750249,60117285
2-s2.0-85085750249,60078563
2-s2.0-85085750249,60000965
2-s2.0-85085750249,106208652
2-s2.0-85085854181,60028190
2-s2.0-85085854181,60029157
2-s2.0-85085854181,60017958
2-s2.0-85085854181,60082819
2-s2.0-85085854181,60003087
2-s2.0-85085854181,60011189
2-s2.0-85085854181,60000137
2-s2.0-85085854181,60017161
2-s2.0-85085854181,60161454
2-s2.0-85073743142,60017482
2-s2.0-85073743142,60028190
2-s2.0-85090313809,60028190
2-s2.0-85090313809,125079091
2-s2.0-85095825587,60028190
2-s2.0-85097997697,60024322
2-s2.0-85097997697,60028190
2-s2.0-85106943705,60028190
2-s2.0-85106943705,60108762
2-s2.0-85106943705,60021944
2-s2.0-85106943705,60078563
2-s2.0-85079690514,60019870
2-s2.0-85079690514,60028190
2-s2.0-85079690514,123205783
2-s2.0-85122196747,60015887
2-s2.0-85122196747,60020352
2-s2.0-85122196747,60002620
2-s2.0-85122196747,60028190
2-s2.0-85122196747,60012718
2-s2.0-85101681969,60028190
2-s2.0-85101681969,60022498
2-s2.0-85101681969,60111602
2-s2.0-85130597413,115879518
2-s2.0-85130597413,60107781
2-s2.0-85130597413,60113434
2-s2.0-85130597413,60028190
2-s2.0-85130597413,60008786
2-s2.0-85130597413,60002875
2-s2.0-85130597413,60012521
2-s2.0-85101153158,60012708
2-s2.0-85101153158,60032838
2-s2.0-85101153158,60028190
2-s2.0-85088986744,60007511
2-s2.0-85088986744,60001821
2-s2.0-85088986744,60006240
2-s2.0-85088986744,120966914
2-s2.0-85088986744,60000304
2-s2.0-85088986744,60022183
2-s2.0-85088986744,60072901
2-s2.0-85088986744,60029157
2-s2.0-85093922122,118963488
2-s2.0-85093922122,60028190
2-s2.0-85112373148,60028190
2-s2.0-85108117546,60004409
2-s2.0-85108117546,60073799
2-s2.0-85108117546,60025063
2-s2.0-85108117546,107313119
2-s2.0-85108117546,60028190
2-s2.0-85108117546,60073391
2-s2.0-85108117546,60016329
2-s2.0-85108117546,60073386
2-s2.0-85108117546,60029310
2-s2.0-85108117546,60199421
2-s2.0-85113667623,60069383
2-s2.0-85113667623,60028190
2-s2.0-85113667623,60108120
2-s2.0-85133051715,60028190
2-s2.0-85099076608,60120612
2-s2.0-85099076608,124379119
2-s2.0-85099076608,60028190
2-s2.0-85115158645,60028190
2-s2.0-85115158645,60025858
2-s2.0-85115158645,126598061
2-s2.0-85106360607,60022183
2-s2.0-85106360607,60028190
2-s2.0-85103681823,60028190
2-s2.0-85103681823,60103839
2-s2.0-85103681823,60001490
2-s2.0-85103681823,60091164
2-s2.0-85103681823,60103462
2-s2.0-85103681823,60022182
2-s2.0-85114677747,60026655
2-s2.0-85114677747,60023691
2-s2.0-85114677747,60028190
2-s2.0-85114677747,60002620
2-s2.0-85114677747,60031780
2-s2.0-85114677747,60000881
2-s2.0-85114677747,102066915
2-s2.0-85114677747,109875133
2-s2.0-85114677747,60199578
2-s2.0-85121637287,60093099
2-s2.0-85121637287,60276078
2-s2.0-85121637287,125094728
2-s2.0-85121637287,60028190
2-s2.0-85121637287,60104671
2-s2.0-85112049681,60028190
2-s2.0-85102692944,60028190
2-s2.0-85104791638,60028190
2-s2.0-85106349175,60199575
2-s2.0-85106349175,60028190
2-s2.0-85107902400,60086825
2-s2.0-85107902400,60031780
2-s2.0-85107902400,60028190
2-s2.0-85107902400,60000881
2-s2.0-85107902400,60007363
2-s2.0-85100215117,60011375
2-s2.0-85100215117,60028190
2-s2.0-85108814525,60015887
2-s2.0-85108814525,60199578
2-s2.0-85108814525,117136135
2-s2.0-85108814525,60020543
2-s2.0-85108814525,60012718
2-s2.0-85108814525,60114221
2-s2.0-85108814525,60022498
2-s2.0-85108814525,112590196
2-s2.0-85108814525,60023366
2-s2.0-85108814525,60025527
2-s2.0-85108814525,60199573
2-s2.0-85115654873,60028190
2-s2.0-85115654873,60091507
2-s2.0-85114367787,60028190
2-s2.0-85118684781,60028190
2-s2.0-85118684781,60189720
2-s2.0-85118684781,60204358
2-s2.0-85118684781,126683900
2-s2.0-85118684781,60025029
2-s2.0-85118684781,60264763
2-s2.0-85118684781,60199569
2-s2.0-85118684781,60020524
2-s2.0-85118684781,60021944
2-s2.0-85118684781,60012718
2-s2.0-85128242780,60028190
2-s2.0-85107418087,60002620
2-s2.0-85107418087,60022183
2-s2.0-85107418087,60028190
2-s2.0-85110198283,60121765
2-s2.0-85110198283,60021606
2-s2.0-85110198283,60028190
2-s2.0-85110198283,60006028
2-s2.0-85110198283,60009500
2-s2.0-85112111644,60028190
2-s2.0-85096839555,60028190
2-s2.0-85096839555,60199582
2-s2.0-85088094540,60028190
2-s2.0-85102965108,60199575
2-s2.0-85102965108,60028190
2-s2.0-85105740228,60028190
2-s2.0-85105740228,60019838
2-s2.0-85105740228,60002829
2-s2.0-85097539909,60028190
2-s2.0-85097539909,60027259
2-s2.0-85097539909,60272485
2-s2.0-85097539909,60012521
2-s2.0-85120994575,126273376
2-s2.0-85120994575,60028190
2-s2.0-85120994575,60276990
2-s2.0-85120329416,60028190
2-s2.0-85113300899,60031451
2-s2.0-85113300899,60028190
2-s2.0-85114380323,60011947
2-s2.0-85114380323,60028190
2-s2.0-85114380323,60194957
2-s2.0-85114380323,60021944
2-s2.0-85091675156,60012718
2-s2.0-85091675156,60028190
2-s2.0-85099936053,60028190
2-s2.0-85099936053,60006314
2-s2.0-85099936053,60000881
2-s2.0-85099936053,60013120
2-s2.0-85099936053,60031637
2-s2.0-85111830961,60028190
2-s2.0-85118760861,60002620
2-s2.0-85118760861,60032499
2-s2.0-85118760861,60006183
2-s2.0-85118760861,60020543
2-s2.0-85105474493,60014439
2-s2.0-85105474493,60028190
2-s2.0-85105474493,60119481
2-s2.0-85105474493,60072478
2-s2.0-85113919104,60022498
2-s2.0-85113919104,126803420
2-s2.0-85113919104,60000316
2-s2.0-85113919104,60028190
2-s2.0-85123993582,60028190
2-s2.0-85111892393,60028190
2-s2.0-85111892393,60000316
2-s2.0-85112322216,60072373
2-s2.0-85112322216,60116768
2-s2.0-85112322216,60199583
2-s2.0-85103652553,60025577
2-s2.0-85103652553,60028190
2-s2.0-85103652553,60016775
2-s2.0-85118431439,60106017
2-s2.0-85118431439,60003161
2-s2.0-85118431439,60028190
2-s2.0-85115408712,60028190
2-s2.0-85115408712,60199578
2-s2.0-85115408712,60022875
2-s2.0-85118639763,60028190
2-s2.0-85118639763,60031890
2-s2.0-85118639763,60018805
2-s2.0-85118639763,60070996
2-s2.0-85118639763,60069095
2-s2.0-85118639763,60069617
2-s2.0-85118639763,60103462
2-s2.0-85118639763,60027866
2-s2.0-85095993990,60028190
2-s2.0-85095993990,60022674
2-s2.0-85095993990,60199578
2-s2.0-85089397042,60028190
2-s2.0-85089397042,60092124
2-s2.0-85089397042,60002620
2-s2.0-85089397042,60022183
2-s2.0-85121255221,60109777
2-s2.0-85121255221,60199583
2-s2.0-85103076768,60116768
2-s2.0-85103076768,60092858
2-s2.0-85103076768,60008504
2-s2.0-85103076768,60028812
2-s2.0-85103076768,60199583
2-s2.0-85109509562,60017165
2-s2.0-85109509562,60028190
2-s2.0-85109509562,60031892
2-s2.0-85104333601,60028190
2-s2.0-85104333601,60000316
2-s2.0-85089529548,60032442
2-s2.0-85089529548,60028190
2-s2.0-85089529548,60101968
2-s2.0-85089529548,60085177
2-s2.0-85098670218,60028190
2-s2.0-85098670218,60027550
2-s2.0-85113752428,60026326
2-s2.0-85113752428,60017285
2-s2.0-85113752428,60028190
2-s2.0-85109524997,60271965
2-s2.0-85109524997,60028190
2-s2.0-85100421844,60021173
2-s2.0-85100421844,60012718
2-s2.0-85100421844,122416037
2-s2.0-85100421844,60199578
2-s2.0-85100421844,60028190
2-s2.0-85100421844,60015728
2-s2.0-85100421844,60091555
2-s2.0-85166104889,60016775
2-s2.0-85166104889,60001278
2-s2.0-85166104889,60028190
2-s2.0-85088497848,60117776
2-s2.0-85088497848,60032743
2-s2.0-85088497848,60239307
2-s2.0-85088497848,60028190
2-s2.0-85112798523,60117963
2-s2.0-85112798523,60025814
2-s2.0-85112798523,60175967
2-s2.0-85112798523,60021272
2-s2.0-85112798523,60028190
2-s2.0-85112342609,60002620
2-s2.0-85102202470,60012718
2-s2.0-85102202470,106722670
2-s2.0-85102202470,60017285
2-s2.0-85102202470,60028190
2-s2.0-85119924147,60028190
2-s2.0-85112561567,60028190
2-s2.0-85112561567,106682893
2-s2.0-85112561567,60030622
2-s2.0-85112561567,60199578
2-s2.0-85103682427,60028190
2-s2.0-85103682427,60003303
2-s2.0-85111388807,60028190
2-s2.0-85111388807,60006964
2-s2.0-85111388807,60015887
2-s2.0-85111388807,60199578
2-s2.0-85111388807,60020543
2-s2.0-85105687671,60028190
2-s2.0-85105687671,60022738
2-s2.0-85105687671,60029201
2-s2.0-85105687671,60110825
2-s2.0-85119486748,60017165
2-s2.0-85119486748,60091516
2-s2.0-85119486748,60028190
2-s2.0-85100771305,60006164
2-s2.0-85100771305,60032442
2-s2.0-85100771305,60016888
2-s2.0-85100771305,60032816
2-s2.0-85100771305,60001439
2-s2.0-85100771305,60027337
2-s2.0-85112694017,60028190
2-s2.0-85103227507,60017994
2-s2.0-85103227507,60031780
2-s2.0-85103227507,60012786
2-s2.0-85103227507,60014443
2-s2.0-85103227507,60002620
2-s2.0-85103227507,60012585
2-s2.0-85100253214,60028190
2-s2.0-85100253214,60015543
2-s2.0-85118538761,60116768
2-s2.0-85118538761,60199583
2-s2.0-85116759869,60028190
2-s2.0-85116759869,60026526
2-s2.0-85103734740,60032270
2-s2.0-85103734740,60028190
2-s2.0-85103734740,60018475
2-s2.0-85103734740,60012718
2-s2.0-85103734740,60031892
2-s2.0-85115185448,60028190
2-s2.0-85115185448,60033133
2-s2.0-85115185448,60054128
2-s2.0-85115185448,60104614
2-s2.0-85102519357,60028190
2-s2.0-85102519357,60103781
2-s2.0-85102519357,60012718
2-s2.0-85102519357,60021944
2-s2.0-85102519357,60011947
2-s2.0-85096998026,60028190
2-s2.0-85108303549,60029929
2-s2.0-85108303549,60002746
2-s2.0-85108303549,60071418
2-s2.0-85108303549,60032499
2-s2.0-85108303549,60064178
2-s2.0-85108303549,60021221
2-s2.0-85108303549,60017994
2-s2.0-85108303549,126445689
2-s2.0-85108303549,126443830
2-s2.0-85108303549,120444263
2-s2.0-85108303549,60017912
2-s2.0-85108303549,60090681
2-s2.0-85092364712,60028190
2-s2.0-85092364712,60010618
2-s2.0-85092364712,60006314
2-s2.0-85092364712,113083706
2-s2.0-85092455729,60071354
2-s2.0-85092455729,60028190
2-s2.0-85092455729,60031126
2-s2.0-85105468274,60015023
2-s2.0-85105468274,60028893
2-s2.0-85105468274,120143212
2-s2.0-85105468274,60028190
2-s2.0-85100720790,60028190
2-s2.0-85102802570,60028190
2-s2.0-85102802570,60022183
2-s2.0-85098757750,60028190
2-s2.0-85106530856,60028190
2-s2.0-85106530856,60071487
2-s2.0-85115277909,60012718
2-s2.0-85115277909,60028190
2-s2.0-85115277909,60199578
2-s2.0-85115277909,60015728
2-s2.0-85098462946,60028190
2-s2.0-85098462946,60029487
2-s2.0-85098462946,60018352
2-s2.0-85137558194,60028190
2-s2.0-85137558194,60194928
2-s2.0-85137558194,60023402
2-s2.0-85137558194,60001385
2-s2.0-85108122096,60018809
2-s2.0-85108122096,60028190
2-s2.0-85108122096,124600513
2-s2.0-85108151347,60028190
2-s2.0-85108151347,60017285
2-s2.0-85108151347,126429041
2-s2.0-85108151347,60005262
2-s2.0-85108151347,60091573
2-s2.0-85114180072,60021944
2-s2.0-85114180072,60028190
2-s2.0-85107792445,60022498
2-s2.0-85107792445,60028190
2-s2.0-85107792445,60006183
2-s2.0-85108309634,60079728
2-s2.0-85108309634,60028190
2-s2.0-85108309634,60078563
2-s2.0-85108309634,60023330
2-s2.0-85113158491,60028190
2-s2.0-85113158491,60011362
2-s2.0-85115332381,60028190
2-s2.0-85114445058,60026810
2-s2.0-85114445058,60028190
2-s2.0-85107865575,60028190
2-s2.0-85116766683,60028190
2-s2.0-85118143412,60029526
2-s2.0-85118143412,60005558
2-s2.0-85118143412,60022183
2-s2.0-85118143412,60002620
2-s2.0-85118143412,60113483
2-s2.0-85118143412,60024978
2-s2.0-85118143412,60033182
2-s2.0-85112844997,60028190
2-s2.0-85112844997,60030801
2-s2.0-85116064565,60199583
2-s2.0-85116064565,60012718
2-s2.0-85100009631,60021944
2-s2.0-85100009631,112649034
2-s2.0-85100009631,60028190
2-s2.0-85100009631,60016849
2-s2.0-85112858700,60011418
2-s2.0-85112858700,60027792
2-s2.0-85112858700,60030939
2-s2.0-85112858700,60018429
2-s2.0-85112858700,60007144
2-s2.0-85112858700,60028190
2-s2.0-85082509401,60028190
2-s2.0-85082509401,60014471
2-s2.0-85116395765,60071160
2-s2.0-85116395765,127008737
2-s2.0-85116395765,60028190
2-s2.0-85116395765,60031890
2-s2.0-85116395765,60018805
2-s2.0-85108605180,60028190
2-s2.0-85108605180,60105260
2-s2.0-85108605180,60000881
2-s2.0-85108605180,60091516
2-s2.0-85108605180,60025272
2-s2.0-85108605180,60031892
2-s2.0-85113827974,60012521
2-s2.0-85113827974,125940247
2-s2.0-85113827974,60028190
2-s2.0-85116355460,60013791
2-s2.0-85116355460,60199578
2-s2.0-85116355460,60022183
2-s2.0-85116355460,60032964
2-s2.0-85116355460,60026952
2-s2.0-85116355460,60018125
2-s2.0-85116355460,60008308
2-s2.0-85110346924,60021543
2-s2.0-85110346924,116676730
2-s2.0-85110346924,60028190
2-s2.0-85099698326,60105168
2-s2.0-85099698326,60056462
2-s2.0-85099698326,101117694
2-s2.0-85099698326,60027741
2-s2.0-85099698326,60024045
2-s2.0-85099698326,60028190
2-s2.0-85099698326,60001278
2-s2.0-85099698326,60172655
2-s2.0-85091113688,60017165
2-s2.0-85091113688,60028190
2-s2.0-85091113688,60025272
2-s2.0-85116936125,60028190
2-s2.0-85116936125,60012311
2-s2.0-85116936125,60063782
2-s2.0-85116936125,60080510
2-s2.0-85104250522,60070862
2-s2.0-85104250522,60025205
2-s2.0-85104250522,60018163
2-s2.0-85113696950,60028190
2-s2.0-85113696950,60091516
2-s2.0-85113696950,60012718
2-s2.0-85113696950,60008786
2-s2.0-85098569239,60028190
2-s2.0-85120691376,60070202
2-s2.0-85120691376,60028190
2-s2.0-85120691376,60104605
2-s2.0-85120691376,60107367
2-s2.0-85120691376,60031818
2-s2.0-85120691376,60077951
2-s2.0-85120691376,60013866
2-s2.0-85105152606,60028190
2-s2.0-85125168866,60028190
2-s2.0-85105061902,60006164
2-s2.0-85105061902,60032442
2-s2.0-85105061902,60016888
2-s2.0-85105061902,60032816
2-s2.0-85105061902,60148067
2-s2.0-85105061902,60027337
2-s2.0-85096690810,60007061
2-s2.0-85096690810,60022183
2-s2.0-85096690810,60002401
2-s2.0-85096690810,60000305
2-s2.0-85096690810,60016849
2-s2.0-85096690810,60006377
2-s2.0-85096690810,122647871
2-s2.0-85113404517,60028190
2-s2.0-85102160957,60029526
2-s2.0-85102160957,60010491
2-s2.0-85102160957,60021160
2-s2.0-85102160957,60026148
2-s2.0-85102160957,60005558
2-s2.0-85102160957,60013791
2-s2.0-85102160957,60010065
2-s2.0-85102160957,60002339
2-s2.0-85102160957,126626646
2-s2.0-85102160957,60002620
2-s2.0-85123985162,127664250
2-s2.0-85123985162,60009116
2-s2.0-85123985162,60028190
2-s2.0-85123985162,60011520
2-s2.0-85100011798,60028190
2-s2.0-85103494948,60028190
2-s2.0-85111065744,60028190
2-s2.0-85111065744,60008042
2-s2.0-85111065744,60022676
2-s2.0-85111065744,60017165
2-s2.0-85118942127,60028190
2-s2.0-85118942127,60015150
2-s2.0-85118942127,60076695
2-s2.0-85114093009,60028190
2-s2.0-85105064818,60028190
2-s2.0-85105064818,60030324
2-s2.0-85149127867,60028190
2-s2.0-85149127867,60032970
2-s2.0-85105196506,60005255
2-s2.0-85105196506,60023366
2-s2.0-85105196506,60199573
2-s2.0-85105196506,60028190
2-s2.0-85105196506,60022183
2-s2.0-85104834638,60028190
2-s2.0-85104834638,126100744
2-s2.0-85124020224,60028190
2-s2.0-85102745737,60015887
2-s2.0-85102745737,60028190
2-s2.0-85121572316,60070862
2-s2.0-85121572316,60025205
2-s2.0-85121572316,60018163
2-s2.0-85124735983,60028190
2-s2.0-85122488030,60028190
2-s2.0-85122488030,60022464
2-s2.0-85112351034,60028190
2-s2.0-85118283053,60023691
2-s2.0-85118283053,60031780
2-s2.0-85118283053,60014443
2-s2.0-85118283053,60012786
2-s2.0-85112629527,60028190
2-s2.0-85112629527,60021944
2-s2.0-85102637794,60028190
2-s2.0-85102637794,60025111
2-s2.0-85102637794,60014439
2-s2.0-85102637794,60018290
2-s2.0-85068460426,60138776
2-s2.0-85068460426,60073786
2-s2.0-85100575799,60070862
2-s2.0-85100575799,60025205
2-s2.0-85100575799,60018163
2-s2.0-85118469508,60028190
2-s2.0-85123701669,60028190
2-s2.0-85105667803,60028190
2-s2.0-85121498112,60028190
2-s2.0-85122915550,60269766
2-s2.0-85122915550,60028190
2-s2.0-85101916873,60092137
2-s2.0-85101916873,60091527
2-s2.0-85101916873,60028190
2-s2.0-85101916873,60009116
2-s2.0-85101916873,60006314
2-s2.0-85101916873,60103477
2-s2.0-85101916873,60012718
2-s2.0-85101473819,60028190
2-s2.0-85101473819,60095034
2-s2.0-85101473819,60016965
2-s2.0-85101199708,60018205
2-s2.0-85101199708,60018894
2-s2.0-85101199708,60028190
2-s2.0-85101199708,106208652
2-s2.0-85100065160,60012035
2-s2.0-85100065160,60028190
2-s2.0-85100065160,60111656
2-s2.0-85100065160,60104334
2-s2.0-85100065160,60005147
2-s2.0-85102364544,60028190
2-s2.0-85102364544,60108465
2-s2.0-85102364544,60031818
2-s2.0-85102364544,60116572
2-s2.0-85102364544,60090601
2-s2.0-85102364544,60001821
2-s2.0-85120773740,60028190
2-s2.0-85107412290,60028190
2-s2.0-85107412290,60031818
2-s2.0-85107412290,60099032
2-s2.0-85107412290,60017161
2-s2.0-85107428836,60028190
2-s2.0-85107428836,60017285
2-s2.0-85107428836,60091516
2-s2.0-85104693645,60028190
2-s2.0-85104693645,60002873
2-s2.0-85108373825,60199583
2-s2.0-85112773009,60028190
2-s2.0-85112773009,60017285
2-s2.0-85112773009,60026610
2-s2.0-85118439141,60070862
2-s2.0-85118439141,60025205
2-s2.0-85118439141,60018163
2-s2.0-85096583676,60272060
2-s2.0-85096583676,60028190
2-s2.0-85113994041,60028190
2-s2.0-85121471017,60000018
2-s2.0-85121471017,60028190
2-s2.0-85102222105,60014264
2-s2.0-85102222105,60002620
2-s2.0-85102222105,60023691
2-s2.0-85102222105,60030982
2-s2.0-85102222105,60011807
2-s2.0-85102222105,100621033
2-s2.0-85102222105,60204093
2-s2.0-85102222105,60033731
2-s2.0-85102222105,60021519
2-s2.0-85121723054,60273109
2-s2.0-85121723054,60070625
2-s2.0-85121723054,60028190
2-s2.0-85121723054,60012521
2-s2.0-85121723054,60000316
2-s2.0-85103156839,60028190
2-s2.0-85106605949,60015887
2-s2.0-85106605949,60028190
2-s2.0-85123554125,60028190
2-s2.0-85118431291,60012718
2-s2.0-85118431291,60028190
2-s2.0-85099870535,60012718
2-s2.0-85099870535,60014471
2-s2.0-85099870535,60114641
2-s2.0-85099870535,60008786
2-s2.0-85099870535,60028190
2-s2.0-85099870535,60103462
2-s2.0-85099443800,60023571
2-s2.0-85099443800,60028190
2-s2.0-85099443800,120470746
2-s2.0-85109823515,60028190
2-s2.0-85109823515,60119481
2-s2.0-85102212634,60021658
2-s2.0-85102212634,60002620
2-s2.0-85102212634,60031780
2-s2.0-85102212634,60028190
2-s2.0-85102212634,60120612
2-s2.0-85102212634,60008275
2-s2.0-85109430548,60008928
2-s2.0-85109430548,60013983
2-s2.0-85109430548,60108865
2-s2.0-85109430548,60028190
2-s2.0-85109430548,60000937
2-s2.0-85109430548,60021182
2-s2.0-85114717261,60012521
2-s2.0-85114717261,60028190
2-s2.0-85102178385,60138776
2-s2.0-85102178385,60001439
2-s2.0-85102178385,60112757
2-s2.0-85102178385,60193849
2-s2.0-85114996301,60021944
2-s2.0-85114996301,60011947
2-s2.0-85114996301,60028190
2-s2.0-85120966118,60028190
2-s2.0-85120966118,60018352
2-s2.0-85111742066,60027866
2-s2.0-85100176576,60010499
2-s2.0-85100176576,60028190
2-s2.0-85100176576,60017165
2-s2.0-85100176576,60026526
2-s2.0-85109033249,126504017
2-s2.0-85109033249,60022183
2-s2.0-85113813835,60022183
2-s2.0-85113813835,60015941
2-s2.0-85113813835,60029445
2-s2.0-85113813835,60028190
2-s2.0-85115116426,60028190
2-s2.0-85115116426,112649034
2-s2.0-85115116426,60017165
2-s2.0-85115116426,60092136
2-s2.0-85115116426,126912383
2-s2.0-85100157176,60028190
2-s2.0-85120458342,60020857
2-s2.0-85120458342,60022183
2-s2.0-85098973373,60028190
2-s2.0-85120582299,60028190
2-s2.0-85120582299,60001884
2-s2.0-85120582299,60194933
2-s2.0-85116855300,60028190
2-s2.0-85116855300,60022183
2-s2.0-85107731033,60012521
2-s2.0-85107731033,60022498
2-s2.0-85107731033,60002875
2-s2.0-85107731033,60017285
2-s2.0-85107731033,60028190
2-s2.0-85111246735,60070862
2-s2.0-85111246735,60025205
2-s2.0-85111246735,60018163
2-s2.0-85114297847,60105171
2-s2.0-85114297847,60001997
2-s2.0-85114297847,60028190
2-s2.0-85091686021,60015023
2-s2.0-85091686021,60028190
2-s2.0-85091686021,60028476
2-s2.0-85101032161,60028190
2-s2.0-85105319123,60002620
2-s2.0-85105319123,60022183
2-s2.0-85125186661,60028190
2-s2.0-85104691873,60012521
2-s2.0-85104691873,60023366
2-s2.0-85104691873,60028190
2-s2.0-85104001276,60028190
2-s2.0-85119574671,126537244
2-s2.0-85119574671,60028190
2-s2.0-85119574671,106208652
2-s2.0-85103265408,60028190
2-s2.0-85104365762,60272434
2-s2.0-85104365762,121342996
2-s2.0-85104365762,60028190
2-s2.0-85104365762,126218255
2-s2.0-85104365762,60006183
2-s2.0-85104365762,60020543
2-s2.0-85099773882,60002620
2-s2.0-85099773882,60022183
2-s2.0-85103155784,60028190
2-s2.0-85103155784,60199573
2-s2.0-85103155784,60011947
2-s2.0-85103155784,60002620
2-s2.0-85108529115,60028190
2-s2.0-85100437060,60091507
2-s2.0-85100437060,60028190
2-s2.0-85100437060,60199582
2-s2.0-85113688115,60005558
2-s2.0-85113688115,60028190
2-s2.0-85112811885,60028190
2-s2.0-85104806748,60002620
2-s2.0-85104806748,60199575
2-s2.0-85104806748,60000881
2-s2.0-85104806748,60012521
2-s2.0-85104806748,112766481
2-s2.0-85104806748,60092132
2-s2.0-85104806748,126094547
2-s2.0-85104806748,60199578
2-s2.0-85117247337,60022498
2-s2.0-85117247337,60028190
2-s2.0-85102773981,60028190
2-s2.0-85102773981,60011947
2-s2.0-85111487031,60028190
2-s2.0-85116276999,60028190
2-s2.0-85116276999,106208652
2-s2.0-85116276999,60031780
2-s2.0-85121835500,60022183
2-s2.0-85121835500,60028190
2-s2.0-85114628761,60028190
2-s2.0-85114628761,60026526
2-s2.0-85107541556,60028190
2-s2.0-85110665477,60028190
2-s2.0-85110665477,60022183
2-s2.0-85124245153,60028190
2-s2.0-85124245153,60003212
2-s2.0-85105159164,60021110
2-s2.0-85105159164,60028190
2-s2.0-85105159164,60052242
2-s2.0-85105159164,60070343
2-s2.0-85105159164,60019702
2-s2.0-85107428581,60002746
2-s2.0-85107428581,60028190
2-s2.0-85081925625,60026326
2-s2.0-85081925625,60028190
2-s2.0-85128052132,60026526
2-s2.0-85128052132,60002620
2-s2.0-85097736680,60086464
2-s2.0-85097736680,60028190
2-s2.0-85097736680,60029157
2-s2.0-85097736680,60018424
2-s2.0-85097736680,60007143
2-s2.0-85097736680,60073387
2-s2.0-85097736680,60069708
2-s2.0-85097736680,60026680
2-s2.0-85097736680,60072092
2-s2.0-85097736680,60052016
2-s2.0-85113755962,60028190
2-s2.0-85107989341,60001477
2-s2.0-85107989341,60028190
2-s2.0-85132163592,60028190
2-s2.0-85087464005,60028190
2-s2.0-85087464005,60276473
2-s2.0-85092759690,60028190
2-s2.0-85092759690,60119522
2-s2.0-85092759690,60018926
2-s2.0-85105250168,60028190
2-s2.0-85105250168,60011947
2-s2.0-85105250168,60117963
2-s2.0-85105250168,60021944
2-s2.0-85100781081,60028190
2-s2.0-85100781081,60022183
2-s2.0-85143272445,60028190
2-s2.0-85143272445,60020661
2-s2.0-85143272445,60002620
2-s2.0-85101052119,60028190
2-s2.0-85122206547,60032442
2-s2.0-85122206547,60121765
2-s2.0-85122206547,60021606
2-s2.0-85122206547,60032751
2-s2.0-85122206547,60028190
2-s2.0-85104391788,60007976
2-s2.0-85104391788,60028190
2-s2.0-85104391788,106208652
2-s2.0-85113535269,60028190
2-s2.0-85113535269,60091507
2-s2.0-85113535269,60018465
2-s2.0-85113535269,60015742
2-s2.0-85113535269,60004391
2-s2.0-85099568611,60194931
2-s2.0-85099568611,60028190
2-s2.0-85099568611,60162105
2-s2.0-85099568611,60021120
2-s2.0-85099568611,60014111
2-s2.0-85109441018,60012718
2-s2.0-85109441018,60028190
2-s2.0-85110772788,60000881
2-s2.0-85110772788,60012921
2-s2.0-85110772788,60000397
2-s2.0-85110772788,114459513
2-s2.0-85110772788,60015887
2-s2.0-85110772788,60002620
2-s2.0-85110772788,60026046
2-s2.0-85110772788,60199575
2-s2.0-85106419699,60033389
2-s2.0-85106419699,60028190
2-s2.0-85106419699,60007652
2-s2.0-85106419699,60021285
